Subset,Variable,Exclude,Avg_mean,Subset_mean,Delta,Avg_count,Subset_count,Avg_stdev,Subset_stdev,Significance
lifestage_3: Younger-Family - Income Over $80K,D_Age 35 + / Income More than $70K / College Degree,,0.289001746,0.627659574,0.338657829,6301,282,0.453334703,0.484287845,7.068112845
marital status: Married,D_Age Bracket,,50.00797679,53.60789274,3.599915945,6895,3953,16.62206635,14.94809029,7.040141366
ethnicity: African American/Black,PSY_I want my vehicle to stand out in a crowd,,3.490713224,4.008915305,0.51820208,5384,673,1.174812736,1.084211989,7.029575882
lifestage: Single With Children,D_Total In Household,,2.626203209,3.448648649,0.82244544,5610,555,1.390512906,1.616301482,7.023159888
"occupation: Teacher, Educator - Retired",D_White/Caucasian,,0.694140566,0.923913043,0.229772477,6673,184,0.460805015,0.265860625,6.981384536
ethnicity: White/Caucasian,D_Age Bracket,,50.00797679,53.66982195,3.661845157,6895,4437,16.62206635,16.53669915,6.979325296
cross shop: Yes,Shop_# Dealerships Visited Prior to Purchase,,1.561205273,1.992703863,0.43149859,5310,2330,1.492216781,1.522251723,6.973879795
generation: Millennials (1979 - ),PSY_The brand of vehicle I buy makes a statement about who I am,,3.202919978,3.642530488,0.43961051,5411,1312,1.300163068,1.23183887,6.968283197
generation: Generation X (1965 - 1978),D_Total In Household,,2.626203209,3.117250674,0.491047465,5610,1484,1.390512906,1.488458267,6.959866128
occupation: Factory Worker - Retired,D_Age 35 + / Income $70K or Less / No College Degree,,0.204570703,0.857142857,0.652572154,6301,35,0.403419582,0.355035801,6.951601046
education: Post-Graduate Degree,D_Total Family Pre-Tax Income,,80.46763704,113.7253289,33.25769191,6458,1216,68.15409225,98.09932088,6.876146037
ethnicity: White/Caucasian,D_Generation_N,,2.681653372,2.989858012,0.30820464,6895,4437,1.412172473,1.418554079,6.873825251
generation: Millennials (1979 - ),D_Children Under 6,,0.177896613,0.385556916,0.207660302,5610,1634,0.516523063,0.68894656,6.862720606
ethnicity: African American/Black,PR_CVT,,3.616357504,4.065675341,0.449317837,5930,807,1.21136278,1.037461594,6.861747039
shop segment: Smaller Car,Shop_# Dealerships Visited Prior to Purchase,,1.561205273,2.091962906,0.530757633,5310,1294,1.492216781,1.524752313,6.849725954
lifestage: Single With Children,D_Children 6 To 12,,0.234937611,0.666666667,0.431729055,5610,555,0.593593934,0.884415136,6.829355489
generation: Millennials (1979 - ),PSY_My vehicle gives me a feeling of adventure,,3.420572917,3.803041825,0.382468908,5376,1315,1.1333494,1.099324489,6.828376976
lifestage_3: Pre-Family - Income $80K or Less,D_Age < 35 / Income $70K or Less / No College Degree,,0.082209173,0.258536585,0.176327412,6301,820,0.274704935,0.438097569,6.807242809
generation: Millennials (1979 - ),PR_Advice of Friends/Relatives,,3.152197213,3.592747559,0.440550346,5598,1434,1.369694711,1.319816375,6.798949226
lifestage: Partnered With Children,D_Marital Status_N,,1.767867272,3,1.232132728,7052,83,0.695121351,0,6.728269202
model: Subaru WRX,PR_Overall Driving Performance,,4.525717112,4.888888889,0.363171777,6066,144,0.71291098,0.376050717,6.719215618
lifestage: Single With Children,D_African American/Black,,0.145212049,0.382409178,0.237197129,6673,523,0.352340905,0.486440989,6.644372473
generation: Millennials (1979 - ),D_Younger-Family - Income $80K or Less,,0.143575851,0.27869898,0.135123128,5168,1568,0.350693062,0.448502113,6.63825876
lifestage_2: Pre-Family (No Children/Age Res <45),D_Age < 35 / Income More than $70K / College Degree,,0.056181558,0.194072658,0.137891099,6301,1046,0.230290268,0.395674278,6.625519692
model: Buick Regal,D_Generation_N,,2.681653372,3.710382514,1.028729142,6895,183,1.412172473,1.252799663,6.608445228
marital status: Partnered,D_Partnered With Children,,0.014850599,0.356223176,0.341372577,5589,233,0.120965603,0.47991323,6.603928434
marital status: Married,D_Age 35 + / Income More than $70K / College Degree,,0.289001746,0.397313934,0.108312188,6301,3574,0.453334703,0.489410451,6.588922307
lifestage_2: Younger-Family (Age Oldest Child 1-12),PSY_I make all large vehicle decisions with my family's best interest in mind,,3.568642161,4.073611111,0.504968951,5332,720,1.386206196,1.147712614,6.551886274
model: Buick Regal,D_Age Bracket,,50.00797679,62.40437158,12.39639479,6895,183,16.62206635,15.24742394,6.549941338
occupation: Health Care - Retired,D_Post-Family - Income $80K or Less,,0.294311146,0.830188679,0.535877534,5168,53,0.45577658,0.379060025,6.496769788
education: Some College,D_Age < 35 / Income $70K or Less / No College Degree,,0.082209173,0.19629156,0.114082387,6301,1564,0.274704935,0.397318661,6.490089255
ethnicity: African American/Black,PR_Advertising/Promotion,,3.31087344,3.820163488,0.509290047,5610,734,1.288471913,1.203826086,6.490018735
ethnicity: African American/Black,PSY_I prefer vehicles that provide superior acceleration,,3.71792976,4.138235294,0.420305534,5410,680,1.05036426,0.95941646,6.465767158
occupation: Technical Specialty - Retired,D_Post-Family - Income $80K or Less,,0.294311146,0.782051282,0.487740137,5168,78,0.45577658,0.415524575,6.464365826
model: Subaru WRX,PSY_My vehicle is my sanctuary,,3.301862197,4.22556391,0.923701712,5370,133,1.235508766,0.981777465,6.425458016
lifestage: Married With Children,D_Older-Family - Income $80K or Less,,0.105843653,0.246610169,0.140766516,5168,1180,0.307667175,0.431220569,6.422728345
"occupation: Administrative, Clerical - Retired",D_Gender_N,,1.45186863,1.829059829,0.377191199,7064,117,0.49771321,0.378075852,6.416834208
ethnicity: African American/Black,PSY_My vehicle gives me a feeling of adventure,,3.420572917,3.892330383,0.471757467,5376,678,1.1333494,1.093245083,6.401668804
marital status: Married,D_Total Family Pre-Tax Income,,80.46763704,96.27897464,15.8113376,6458,3667,68.15409225,75.20022665,6.390600821
occupation: Technical Specialty - Retired,D_Married Without Children,,0.365718375,0.804597701,0.438879326,5589,87,0.481674119,0.398808705,6.374519064
marital status: Other,D_Age Bracket,,50.00797679,61.53409091,11.52611411,6895,264,16.62206635,17.56613718,6.350808857
lifestage_3: Pre-Family - Income $80K or Less,PSY_My vehicle is my sanctuary,,3.301862197,3.822898032,0.521035835,5370,559,1.235508766,1.111577156,6.331614651
generation: Millennials (1979 - ),PR_Leasing Terms,,3.09066918,3.573144876,0.482475696,5305,1415,1.680862701,1.514703865,6.315970693
marital status: Single,D_Gender_N,,1.45186863,1.5727161,0.12084747,7064,2441,0.49771321,0.494785469,6.312490288
occupation: Factory Worker - Retired,D_Post-Family - Income $80K or Less,,0.294311146,0.9375,0.643188854,5168,16,0.45577658,0.25,6.295241775
ethnicity: African American/Black,PR_Ground Clearance,,3.5314824,3.946078431,0.414596032,6051,816,1.120858039,1.068010852,6.283509499
generation: Millennials (1979 - ),PSY_I want my vehicle to stand out in a crowd,,3.490713224,3.847211612,0.356498388,5384,1309,1.174812736,1.105809763,6.277059381
lifestage_2: Pre-Family (No Children/Age Res <45),PSY_My vehicle is my sanctuary,,3.301862197,3.760810811,0.458948613,5370,740,1.235508766,1.117376297,6.276213005
ethnicity: African American/Black,PSY_My vehicle is a reflection of my achievement,,3.142405063,3.695976155,0.553571092,5372,671,1.29921708,1.308969707,6.275912186
"DMA: Flint-Saginaw et al, MI (513)","S_Connectivity (Bluetooth, WiFi, etc.)",,5.538277512,6.888888889,1.350611377,1672,9,1.379847744,0.333333333,6.254704829
education: Some Post-Grad,D_Age 35 + / Income More than $70K / College Degree,,0.289001746,0.571856287,0.282854542,6301,334,0.453334703,0.495552136,6.248459802
generation: Generation X (1965 - 1978),D_Children 6 To 12,,0.234937611,0.460916442,0.225978831,5610,1484,0.593593934,0.789655453,6.247385039
residence: Farming Area,D_White/Caucasian,,0.694140566,0.887043189,0.192902623,6673,301,0.460805015,0.317067125,6.240679167
ethnicity: African American/Black,D_Gender_N,,1.45186863,1.623443983,0.171575354,7064,964,0.49771321,0.484773519,6.240579751
lifestage_3: Post-Family - Income $80K or Less,D_Age 35 + / Income $70K or Less / College Degree,,0.130931598,0.253790376,0.122858778,6301,1517,0.337352303,0.435322573,6.220713621
generation: Millennials (1979 - ),PSY_I prefer a vehicle that has the capability to outperform others,,3.604375232,3.930851064,0.326475832,5394,1316,1.063158195,1.033546608,6.206525162
gender: Female,"PSY_I prefer vehicles that provide the softest, most comfortable ride quality",,4.142883583,4.351891203,0.20900762,5403,2353,0.93233631,0.780457001,6.199670492
"occupation: Administrative, Clerical - Retired",D_Age 35 + / Income $70K or Less / No College Degree,,0.204570703,0.673267327,0.468696624,6301,101,0.403419582,0.471357845,6.19584832
lifestage_3: Pre-Family - Income $80K or Less,PSY_My vehicle is a reflection of my achievement,,3.142405063,3.6875,0.545094937,5372,560,1.29921708,1.193536933,6.188593517
generation: Millennials (1979 - ),UF_Personal Use: To and From Work,,2.925560538,3.709677419,0.784116881,1115,248,1.668383129,0.920079151,6.177764619
ethnicity: African American/Black,PSY_I want the most versatility in my interior,,3.678365831,4.07761194,0.399246109,5385,670,0.997855205,0.954858694,6.16515891
lifestage_3: Pre-Family - Income $80K or Less,UP_Personal uses - To and from work,,0.611611612,0.913043478,0.301431867,999,115,0.487627796,0.283004476,6.154535516
occupation: Executive/Managerial,D_Total Family Pre-Tax Income,,80.46763704,118.0227596,37.55512256,6458,703,68.15409225,95.68802909,6.150581898
lifestage: Single With Children,Shop_First Vehicle Purch/Leased New ?,,0.248989975,0.477669903,0.228679928,6683,515,0.432460347,0.499986778,6.150333719
lifestage_3: Pre-Family - Income $80K or Less,UF_Personal Use: To and From Work,,2.925560538,3.792592593,0.867032054,1115,135,1.668383129,0.802015151,6.143200481
ethnicity: Hispanic/Latino,PR_Towing Capability,,2.577997022,3.271805274,0.693808252,5372,493,1.477209679,1.464747053,6.10346993
lifestage_2: Pre-Family (No Children/Age Res <45),PSY_I'm Curious and Open to Experiences,,3.860003709,4.179487179,0.319483471,5393,741,0.958843618,0.789396113,6.09971068
ethnicity: Hispanic/Latino,PR_Ease Of Customizing,,2.73660631,3.402020202,0.665413893,5357,495,1.466793986,1.40919334,6.078035458
ethnicity: African American/Black,Shop_First Vehicle Purch/Leased New ?,,0.248989975,0.417721519,0.168731544,6683,948,0.432460347,0.493444115,6.076202836
ethnicity: White/Caucasian,D_Post-Family (No Children/Age Res 45+),,0.45069658,0.558422731,0.107726151,5527,3449,0.497608253,0.496647058,6.076020822
marital status: Single,D_Age < 35 / Income $70K or Less / College Degree,,0.078717664,0.164500224,0.08578256,6301,2231,0.269318964,0.370811991,6.057147888
model: Subaru Legacy,D_White/Caucasian,,0.694140566,0.898230088,0.204089522,6673,226,0.460805015,0.303016626,6.05550051
lifestage_2: Older-Family (Age Oldest Child 13-17),UF_Personal Use: Carrying Children in Back,,1.322171946,2.69047619,1.368304245,1105,126,1.521377495,1.444793609,6.044368654
model: Honda Accord Sdn,Shop_Brand Household Loyal,,0.531176345,0.745054945,0.213878601,4667,455,0.499080561,0.436310052,6.044147954
lifestage_3: Post-Family - Income Over $80K,D_Marital Status_N,,1.767867272,1.94102228,0.173155009,7052,763,0.695121351,0.423003265,6.040001352
generation: Millennials (1979 - ),PR_4WD/AWD Availability,,2.932134248,3.364466292,0.432332044,5393,1424,1.494373792,1.453384833,6.030052177
region: Western Region,D_Hispanic/Latino,,0.100704331,0.217777778,0.117073447,6673,1350,0.30095937,0.412888479,5.985563786
generation: Millennials (1979 - ),D_Single Without Children,,0.238504205,0.368872549,0.130368344,5589,1632,0.426207052,0.48264721,5.976444974
lifestage: Married Without Children,D_Marital Status_N,,1.767867272,2,0.232132728,7052,2044,0.695121351,0,5.972968556
ethnicity: Asian,"PSY_I want a basic, no-frills vehicle that does the job",,2.647792885,3.481327801,0.833534916,5369,241,1.370256779,1.281545251,5.963822142
lifestage: Single With Children,PSY_My vehicle is a reflection of my achievement,,3.142405063,3.801169591,0.658764527,5372,342,1.29921708,1.194414582,5.963612642
ethnicity: African American/Black,"PR_Flat Tire Preparedness (spare, run-flat, etc.)",,3.459323254,3.936899863,0.477576609,5556,729,1.301235794,1.225360114,5.96347062
generation: Millennials (1979 - ),PSY_I want to be able to tow heavy loads,,2.003389192,2.442410374,0.439021182,5311,1311,1.293176282,1.491810208,5.945525789
lifestage_3: Pre-Family - Income $80K or Less,PSY_I'm Curious and Open to Experiences,,3.860003709,4.20855615,0.348552441,5393,561,0.958843618,0.786718922,5.927651514
lifestage_3: Younger-Family - Income $80K or Less,D_Age < 35 / Income $70K or Less / No College Degree,,0.082209173,0.240766074,0.158556901,6301,731,0.274704935,0.427841302,5.918255339
state: California,D_Hispanic/Latino,,0.100704331,0.254681648,0.153977317,6673,801,0.30095937,0.435954332,5.881922385
ethnicity: African American/Black,PSY_I'm Curious and Open to Experiences,,3.860003709,4.213017751,0.353014043,5393,676,0.958843618,0.88721407,5.866029263
model: Toyota Camry Hybrid,A_Mpg - Highway,,32.30363423,37.74193548,5.438301252,1706,31,6.864534101,2.897904323,5.864462679
ethnicity: Hispanic/Latino,PR_Leasing Terms,,3.09066918,3.751491054,0.660821874,5305,503,1.680862701,1.446204251,5.855163167
lifestage_2: Pre-Family (No Children/Age Res <45),UF_Personal Use: To and From Work,,2.925560538,3.732240437,0.806679899,1115,183,1.668383129,0.907477428,5.833340752
model: Subaru WRX,PSY_My vehicle gives me a feeling of adventure,,3.420572917,4.293233083,0.872660166,5376,133,1.1333494,1.028252083,5.821770787
problem: No Problems,D_White/Caucasian,,0.694140566,0.80119403,0.107053463,6673,1675,0.460805015,0.399220875,5.80901266
ethnicity: African American/Black,PSY_I see my vehicle as an extension of my personality,,3.598333333,4.038348083,0.440014749,5400,678,1.177817525,1.131659968,5.767050483
marital status: Single,PSY_I chose my vehicle to reward myself for my hard work,,3.351536468,3.668911336,0.317374868,5402,1782,1.264313147,1.213497386,5.756665972
cross shop: No,Shop_Brand Household Loyal,,0.531176345,0.656318083,0.125141738,4667,1836,0.499080561,0.47506587,5.745273966
shop segment: No Other Make Considered,Shop_Brand Household Loyal,,0.531176345,0.656318083,0.125141738,4667,1836,0.499080561,0.47506587,5.745273966
generation: Matures (1945 and Earlier),D_Age 35 + / Income $70K or Less / No College Degree,,0.204570703,0.390839695,0.186268992,6301,655,0.403419582,0.488311448,5.731626422
lifestage_3: Pre-Family - Income $80K or Less,PSY_I want to look good when driving my vehicle,,3.787968808,4.175313059,0.387344251,5386,559,1.099663186,0.902822456,5.731297206
education: Other (Trade School),D_Age 35 + / Income $70K or Less / No College Degree,,0.204570703,0.487632509,0.283061806,6301,283,0.403419582,0.500732491,5.729856805
model: Subaru WRX,PR_Road Holding Ability,,4.344611322,4.748251748,0.403640426,6059,143,0.795378235,0.496019813,5.706902578
model: Hyundai Sonata Hybrid,A_Mpg - Highway,,32.30363423,41.84782609,9.544191855,1706,46,6.864534101,6.659887858,5.706330397
region: Southern Region,D_African American/Black,,0.145212049,0.232270169,0.08705812,6673,2665,0.352340905,0.422359651,5.697081338
ethnicity: Asian,PSY_I want to be able to traverse any terrain,,2.231102733,3.091666667,0.860563933,5305,240,1.376013821,1.390318186,5.682573183
model: Hyundai Sonata Hybrid,PSY_Fuel economy is a leading consideration in my purchase decision,,4.088208156,4.673684211,0.585476054,5419,95,0.962362636,0.591465998,5.677554268
ethnicity: African American/Black,PR_Audiovisual System,,3.826868653,4.167901235,0.341032581,6007,810,1.059968726,0.966154965,5.658580779
ethnicity: Asian,PSY_Vehicles are a 'tool' or a part of the 'gear' in an active outdoors lifestyle,,3.040366287,3.740585774,0.700219487,5351,239,1.255811231,1.130026247,5.647602938
marital status: Single,D_African American/Black,,0.145212049,0.23681936,0.091607312,6673,2314,0.352340905,0.425222401,5.636610367
model: Ford Fusion Hybrid,U_Other uses - With rear seats folded or removed,,0.449598573,1,0.550401427,1121,9,0.497675238,0,5.636579969
