Respondent,First New,Type of Sale,Marriage Status,Education Level,Race,Ownership,Age,Grade,Previous Model,Miles / Day,City Driving,Highway Driving,Rural Driving,Income Group
1010051635,0,Buy,Married,Post graduate study/degree,White,Short,5,SL,0,Low,1,0,0,"$75,001-$100,000"
1010051708,0,Buy,Married,College graduate,Hispanic,Long,2,SR,1,High,0,1,0,"$30,000-$50,000"
1010163778,0,Buy,Living With Sig Oth/Dom Prtnr,College graduate,Hispanic,Long,4,SV,1,Low,1,0,0,"$75,001-$100,000"
1010164650,0,Buy,Divorced/Widowed/Separated,College graduate,White,Short,2,SR,1,Medium,1,0,0,"$50,001-$75,000"
1010164839,0,Buy,Married,High school graduate or less,Hispanic,Long,2,SR,1,High,1,0,0,"$30,000-$50,000"
1010165878,0,Buy,Married,College graduate,White,Long,3,SL,1,Low,0,1,0,"$30,000-$50,000"
1010166033,0,Buy,Single/Not Married,Post graduate study/degree,Hispanic,Long,4,S,1,Medium,1,0,0,"Under $30,000"
1010166076,0,Buy,Single/Not Married,Some college,Other,Long,4,S,1,Medium,1,0,0,"$50,001-$75,000"
1010166238,1,Buy,Living With Sig Oth/Dom Prtnr,High school graduate or less,Hispanic,Long,2,S,1,Medium,1,0,0,"$30,000-$50,000"
1010166432,1,Buy,Single/Not Married,Some college,White,Long,1,SV,1,Medium,1,0,0,"$75,001-$100,000"
1010166572,1,Buy,Single/Not Married,College graduate,Hispanic,Long,1,SR,1,High,1,0,0,"$30,000-$50,000"
1010168249,1,Buy,Living With Sig Oth/Dom Prtnr,High school graduate or less,White,Medium,3,SR,0,Medium,1,0,0,"$75,001-$100,000"
1010169270,1,Lease,Divorced/Widowed/Separated,Some college,White,Long,5,SV,0,Low,0,0,1,"$30,000-$50,000"
1010169601,0,Buy,Single/Not Married,Some college,Pref not to answer,Medium,4,SL,1,Medium,0,1,0,"$50,001-$75,000"
1010169636,0,Lease,Married,Some college,African-American/Black,Short,5,SL,0,Medium,0,0,1,"$30,000-$50,000"
1010169989,0,Buy,Married,College graduate,White,Long,6,S,1,Medium,0,0,1,"$30,000-$50,000"
1010170138,1,Buy,Married,Some college,Hispanic,Long,1,SR,1,Low,1,1,1,"$50,001-$75,000"
1010171550,0,Buy,Married,Post graduate study/degree,White,Long,4,S,1,Medium,0,0,1,"$75,001-$100,000"
1010171584,0,Buy,Divorced/Widowed/Separated,Some college,African-American/Black,Long,6,SV,0,Low,1,0,0,"Under $30,000"
1010171827,0,Buy,Married,Some college,White,Long,5,SV,1,Medium,1,0,0,"$30,000-$50,000"
1010172599,0,Buy,Married,College graduate,Hispanic,Long,3,SV,1,Medium,0,1,0,"$100,001-$150,000"
1010172920,0,Buy,Married,Some college,African-American/Black,Long,4,SR,0,High,1,1,1,"$30,000-$50,000"
1010172971,0,Lease,Married,High school graduate or less,Other,Long,4,SV,1,Medium,0,0,1,"$30,000-$50,000"
1010173048,0,Buy,Married,Some college,White,Long,3,S,1,Medium,1,0,1,"$30,000-$50,000"
1010173099,1,Lease,Living With Sig Oth/Dom Prtnr,Some college,White,Long,4,SL,0,Low,1,0,0,"$30,000-$50,000"
1010173358,1,Buy,Single/Not Married,Some college,Hispanic,Long,2,SR,1,Low,1,1,0,"Under $30,000"
1010173919,0,Lease,Single/Not Married,Post graduate study/degree,White,Medium,3,SR,1,Low,1,0,0,"$75,001-$100,000"
1010175466,0,Buy,Single/Not Married,Some college,African-American/Black,Medium,2,SR,0,Very High,1,0,0,"$30,000-$50,000"
1010176314,0,Buy,Divorced/Widowed/Separated,Some college,White,Long,4,SR,1,Low,1,0,0,"$30,000-$50,000"
1010176330,1,Buy,Single/Not Married,Some college,White,Long,2,SR,0,Medium,0,1,0,"$30,000-$50,000"
1010176730,0,Buy,Divorced/Widowed/Separated,Some college,White,Long,5,SV,1,Low,1,0,0,"$30,000-$50,000"
1010177086,0,Buy,Married,Some college,White,Short,5,SL,0,High,0,1,0,"$50,001-$75,000"
1010259589,0,Buy,Divorced/Widowed/Separated,Some college,White,Short,6,S,1,Low,1,0,0,"Under $30,000"
1010307001,0,Buy,Married,Some college,White,Medium,3,SR,0,Medium,0,1,0,"$30,000-$50,000"
1010307249,0,Lease,Divorced/Widowed/Separated,Post graduate study/degree,White,Medium,6,SV,0,Low,1,0,0,"Under $30,000"
1010307656,1,Buy,Single/Not Married,Some college,White,Long,4,SL,1,Medium,0,0,0,"$30,000-$50,000"
1010309721,0,Buy,Married,College graduate,African-American/Black,Medium,3,SR,1,Low,1,1,0,"$100,001-$150,000"
1010310096,0,Buy,Married,Some college,White,Short,6,SL,0,Low,1,0,0,"$30,000-$50,000"
1010310827,0,Buy,Divorced/Widowed/Separated,High school graduate or less,Hispanic,Long,4,S,1,Low,0,0,1,"$30,000-$50,000"
1010311025,0,Buy,Married,College graduate,White,Medium,3,SR,0,High,0,1,0,"$100,001-$150,000"
1010311106,0,Buy,Married,High school graduate or less,Pref not to answer,Short,2,SR,1,Medium,1,0,0,"$30,000-$50,000"
1010311491,0,Buy,Married,Post graduate study/degree,African-American/Black,Medium,5,SL,0,Medium,0,1,0,"$50,001-$75,000"
1010311726,1,Lease,Married,College graduate,White,Long,2,S,1,Medium,0,1,0,"$50,001-$75,000"
1010311785,1,Buy,Single/Not Married,Some college,African-American/Black,Long,2,S,1,Medium,1,0,0,"$30,000-$50,000"
1010311920,0,Buy,Married,College graduate,White,Short,3,SR,0,High,0,0,1,"$50,001-$75,000"
1010313796,0,Buy,Married,Some college,White,Long,3,SV,1,High,1,1,0,"$30,000-$50,000"
1010314504,0,Buy,Married,Some college,Asian,Long,4,SL,1,Low,1,0,0,"$30,000-$50,000"
1010314660,0,Special,Single/Not Married,Some college,White,Short,2,S,0,Low,1,0,0,"$30,000-$50,000"
1010314890,0,Buy,Single/Not Married,Some college,White,Long,2,SR,1,Medium,0,1,0,"$30,000-$50,000"
1010316086,1,Buy,Single/Not Married,Some college,White,Long,4,SR,1,Low,1,0,0,"Under $30,000"
1010316140,1,Buy,Married,Some college,White,Long,2,SR,1,Medium,0,0,1,"$30,000-$50,000"
1010316272,0,Buy,Divorced/Widowed/Separated,College graduate,White,Long,4,S,1,Low,0,1,1,"$30,000-$50,000"
1010316434,0,Buy,Single/Not Married,College graduate,White,Long,5,SV,1,Low,1,0,0,"$100,001-$150,000"
1010317821,0,Buy,Married,Some college,Pref not to answer,Short,5,SV,0,Medium,1,1,1,"$30,000-$50,000"
1010318658,0,Buy,Living With Sig Oth/Dom Prtnr,Post graduate study/degree,African-American/Black,Long,4,SL,1,High,1,1,0,"$250,001-$299,999"
1010319670,0,Buy,Living With Sig Oth/Dom Prtnr,College graduate,Hispanic,Long,3,S,1,Medium,0,1,0,"$30,000-$50,000"
1010320148,0,Buy,Single/Not Married,Some college,Hispanic,Short,1,SR,0,Very High,0,1,0,"$30,000-$50,000"
1010320563,0,Buy,Divorced/Widowed/Separated,Some college,White,Long,5,SR,1,Medium,0,0,1,"$30,000-$50,000"
1010321187,1,Buy,Married,College graduate,Asian,Short,4,S,1,High,1,0,0,"$50,001-$75,000"
1010322140,0,Buy,Single/Not Married,Some college,Pref not to answer,Medium,4,SR,1,High,0,1,0,"$50,001-$75,000"
1010322205,0,Buy,Divorced/Widowed/Separated,Post graduate study/degree,White,Long,5,SL,1,Medium,1,0,0,"$75,001-$100,000"
1010322493,0,Buy,Married,Some college,White,Short,2,SR,1,High,1,1,1,"$50,001-$75,000"
1010322752,0,Buy,Married,Some college,White,Medium,5,SL,1,Medium,1,0,0,"$75,001-$100,000"
1010323252,0,Buy,Married,Some college,Hispanic,Short,3,S,0,Low,0,1,0,"$75,001-$100,000"
1010407928,1,Buy,Divorced/Widowed/Separated,Post graduate study/degree,White,Long,5,S,1,Medium,0,1,0,"$75,001-$100,000"
1010417877,1,Lease,Single/Not Married,Some college,Asian,Short,1,SV,0,Medium,0,1,1,"$30,000-$50,000"
1010425926,0,Buy,Divorced/Widowed/Separated,College graduate,White,Short,3,SV,1,Medium,1,0,0,"$50,001-$75,000"
1010436553,0,Buy,Divorced/Widowed/Separated,Post graduate study/degree,White,Medium,3,SR,0,Medium,0,0,1,"$50,001-$75,000"
1010440356,0,Buy,Single/Not Married,Some college,White,Long,4,S,1,Low,1,1,1,"$30,000-$50,000"
1010448179,1,Buy,Married,High school graduate or less,African-American/Black,Long,3,S,1,Low,0,1,0,"$30,000-$50,000"
1010452087,0,Special,Married,High school graduate or less,White,Medium,6,SR,0,Low,0,0,1,"Under $30,000"
1010456686,1,Buy,Married,College graduate,African-American/Black,Long,2,SV,1,Medium,0,1,0,"$50,001-$75,000"
1010462465,0,Buy,Single/Not Married,Some college,White,Medium,4,S,1,High,1,0,0,"Under $30,000"
1010463399,1,Special,Married,College graduate,Hispanic,Long,3,SR,1,High,0,1,0,"$100,001-$150,000"
1010474536,0,Lease,Married,Some college,White,Short,5,S,0,Low,1,0,0,"$50,001-$75,000"
1010487140,0,Buy,Married,College graduate,White,Long,3,SR,1,Medium,0,1,0,"$75,001-$100,000"
1010491228,1,Buy,Married,College graduate,White,Long,1,S,1,High,1,1,1,"Under $30,000"
1010491236,0,Buy,Single/Not Married,Some college,White,Short,2,S,0,Very High,1,1,0,"Under $30,000"
1010493760,1,Buy,Married,Some college,African-American/Black,Long,2,SR,1,Medium,1,0,0,"Under $30,000"
1010494138,0,Buy,Single/Not Married,Post graduate study/degree,White,Medium,6,SV,0,Low,1,0,0,"$75,001-$100,000"
1010494499,0,Buy,Single/Not Married,Some college,White,Short,1,SR,1,High,1,1,1,"Under $30,000"
1010511202,0,Lease,Single/Not Married,Post graduate study/degree,White,Short,2,SV,0,Medium,0,0,0,"$30,000-$50,000"
1010515518,0,Buy,Married,Some college,Pref not to answer,Long,4,SV,1,Medium,1,0,1,"$50,001-$75,000"
1010517316,1,Buy,Single/Not Married,Some college,White,Long,1,SR,1,Low,0,1,0,"$50,001-$75,000"
1010521798,1,Buy,Single/Not Married,College graduate,African-American/Black,Long,1,S,1,Low,1,0,0,"$30,000-$50,000"
1010523952,0,Buy,Single/Not Married,Post graduate study/degree,White,Short,2,S,0,High,1,1,0,"$30,000-$50,000"
1010531203,0,Buy,Divorced/Widowed/Separated,Some college,White,Medium,5,S,1,Medium,0,0,1,"Under $30,000"
1010533168,0,Buy,Married,College graduate,White,Long,4,SR,0,High,0,1,0,"$30,000-$50,000"
1010534695,1,Buy,Single/Not Married,High school graduate or less,African-American/Black,Long,3,SR,1,Low,1,0,0,"Under $30,000"
1010535578,0,Buy,Divorced/Widowed/Separated,College graduate,Pref not to answer,Short,5,SV,0,Low,1,1,0,"$50,001-$75,000"
1010538518,0,Buy,Single/Not Married,College graduate,White,Long,2,SR,1,High,1,0,0,"Under $30,000"
1010540865,0,Buy,Married,College graduate,Asian,Medium,3,SV,1,Medium,0,1,0,"$50,001-$75,000"
1010541446,1,Buy,Single/Not Married,Some college,Hispanic,Long,2,SV,1,Low,1,1,0,"Under $30,000"
1010552030,0,Buy,Married,Some college,White,Long,5,SL,0,Low,1,0,0,"$100,001-$150,000"
1010555544,0,Buy,Married,College graduate,Hispanic,Long,5,SL,1,High,0,1,0,"Under $30,000"
1010556214,0,Buy,Single/Not Married,College graduate,African-American/Black,Long,4,S,1,Low,1,0,0,"$50,001-$75,000"
1010567550,0,Buy,Divorced/Widowed/Separated,Post graduate study/degree,Hispanic,Long,3,S,1,High,1,0,0,"$50,001-$75,000"
1010573569,0,Buy,Married,Some college,Hispanic,Long,6,SV,1,Medium,1,0,0,"$50,001-$75,000"
1010574115,0,Buy,Divorced/Widowed/Separated,College graduate,White,Long,5,SL,1,Low,1,0,0,"$50,001-$75,000"
1010574670,1,Buy,Divorced/Widowed/Separated,Some college,Hispanic,Long,4,S,1,Low,1,0,0,"$30,000-$50,000"
1010593047,1,Buy,Divorced/Widowed/Separated,High school graduate or less,White,Long,3,SV,0,High,0,1,0,"Under $30,000"
1010593837,0,Lease,Single/Not Married,Post graduate study/degree,White,Medium,2,SL,0,Medium,1,1,0,"Under $30,000"
1010599126,0,Lease,Single/Not Married,Some college,White,Medium,5,SL,0,Medium,0,1,0,"$50,001-$75,000"
1010602917,0,Lease,Married,Post graduate study/degree,Pref not to answer,Medium,6,SV,0,Low,1,1,0,"$50,001-$75,000"
1010603131,0,Lease,Single/Not Married,Post graduate study/degree,Pref not to answer,Long,2,SV,0,Medium,1,0,0,"$50,001-$75,000"
1010611878,0,Buy,Married,Some college,White,Long,3,SR,0,Medium,1,0,1,"$75,001-$100,000"
1010613897,0,Lease,Married,Some college,White,Medium,2,SL,1,Medium,0,0,1,"$75,001-$100,000"
1010618546,0,Buy,Single/Not Married,College graduate,White,Medium,2,SR,1,Medium,0,1,1,"$50,001-$75,000"
1010623566,1,Buy,Single/Not Married,College graduate,Asian,Long,1,SR,1,Medium,1,1,0,"Under $30,000"
1010628509,1,Buy,Divorced/Widowed/Separated,College graduate,Other,Long,5,SV,1,Medium,0,0,0,"$30,000-$50,000"
1010632050,0,Buy,Divorced/Widowed/Separated,College graduate,White,Short,3,SV,1,High,0,1,0,"$75,001-$100,000"
1010643079,0,Buy,Married,Post graduate study/degree,White,Short,4,SR,1,Low,1,0,0,"$150,001-$200,000"
1010644830,0,Lease,Single/Not Married,Post graduate study/degree,White,Medium,3,SR,0,Low,1,0,0,"$50,001-$75,000"
1010645055,1,Buy,Married,Some college,White,Long,4,SV,1,High,0,1,1,"$50,001-$75,000"
1010645527,0,Buy,Single/Not Married,Post graduate study/degree,African-American/Black,Short,2,S,0,High,1,1,0,"$50,001-$75,000"
1010647724,0,Buy,Married,College graduate,Hispanic,Short,2,SR,0,Low,1,0,0,"$30,000-$50,000"
1010653651,0,Buy,Single/Not Married,Some college,White,Short,2,SR,0,Low,1,0,0,"Under $30,000"
1010656146,1,Buy,Single/Not Married,College graduate,Hispanic,Medium,1,SR,1,Medium,1,0,0,"$50,001-$75,000"
1010657460,0,Buy,Married,College graduate,White,Medium,3,SR,0,Low,1,0,0,"$30,000-$50,000"
1010662308,0,Special,Married,High school graduate or less,Pref not to answer,Medium,4,SR,0,High,1,1,1,"$30,000-$50,000"
1010675833,0,Lease,Married,Some college,Other,Short,2,SL,0,Low,1,0,0,"$30,000-$50,000"
1010679685,1,Lease,Single/Not Married,Some college,White,Long,4,S,1,Low,1,0,0,"$30,000-$50,000"
1010685367,0,Buy,Married,Some college,White,Long,6,S,0,Medium,1,0,0,"$30,000-$50,000"
1010686410,0,Buy,Married,College graduate,African-American/Black,Long,6,SV,1,Low,1,0,0,"$100,001-$150,000"
1010686495,0,Buy,Single/Not Married,Other,White,Short,4,S,0,Medium,1,0,0,"Under $30,000"
1010687459,1,Buy,Married,High school graduate or less,White,Medium,4,S,1,High,0,1,0,"$100,001-$150,000"
1010691324,0,Buy,Married,Post graduate study/degree,African-American/Black,Short,2,SV,1,Low,1,1,0,"$50,001-$75,000"
1010700293,0,Buy,Divorced/Widowed/Separated,Some college,Hispanic,Long,5,S,1,Low,1,0,0,"Under $30,000"
1010709088,0,Buy,Living With Sig Oth/Dom Prtnr,Post graduate study/degree,White,Medium,5,SR,1,Medium,1,0,0,"$150,001-$200,000"
1010710833,1,Buy,Married,Some college,Hispanic,Medium,2,SR,1,Low,1,0,0,"$30,000-$50,000"
1010712283,0,Buy,Married,High school graduate or less,Hispanic,Medium,6,SR,0,Medium,1,0,0,"$30,000-$50,000"
1010717048,1,Buy,Single/Not Married,Other,White,Long,1,S,1,Medium,1,0,0,"Under $30,000"
1010718001,0,Buy,Divorced/Widowed/Separated,Other,White,Short,6,SV,1,High,0,0,1,"$30,000-$50,000"
1010718109,1,Buy,Married,College graduate,White,Short,6,SR,1,Medium,1,0,0,"$75,001-$100,000"
1010721495,1,Buy,Single/Not Married,Some college,Hispanic,Long,1,S,0,Medium,1,0,0,"$30,000-$50,000"
1010723099,0,Buy,Married,College graduate,White,Medium,4,SV,0,Medium,1,0,0,"$100,001-$150,000"
1010723943,1,Buy,Divorced/Widowed/Separated,Some college,Hispanic,Long,2,S,1,Low,1,0,0,"$30,000-$50,000"
1010730710,1,Lease,Single/Not Married,High school graduate or less,White,Long,1,SR,1,Medium,1,0,0,"Under $30,000"
1010733418,0,Buy,Living With Sig Oth/Dom Prtnr,College graduate,White,Medium,3,SR,1,High,0,1,0,"Under $30,000"
1010733817,1,Buy,Single/Not Married,College graduate,Other,Long,3,S,0,High,1,0,0,"$50,001-$75,000"
1010734473,0,Buy,Married,Some college,Hispanic,Long,4,SV,1,High,0,1,0,"$100,001-$150,000"
1010734635,0,Buy,Divorced/Widowed/Separated,College graduate,White,Medium,6,SV,1,Medium,1,1,0,"Under $30,000"
1010738886,0,Buy,Married,Post graduate study/degree,Hispanic,Long,2,SR,1,Medium,1,1,0,"$100,001-$150,000"
1010739475,1,Special,Divorced/Widowed/Separated,Some college,Hispanic,Long,1,S,0,Low,1,1,0,"$50,001-$75,000"
1010739823,0,Buy,Married,Some college,White,Long,6,SV,1,Medium,1,0,0,"$30,000-$50,000"
1010740783,1,Buy,Single/Not Married,Some college,Hispanic,Long,2,S,1,Medium,1,0,1,"Under $30,000"
1010757082,1,Buy,Living With Sig Oth/Dom Prtnr,College graduate,White,Long,1,SR,0,Medium,1,1,0,"$30,000-$50,000"
1010763481,1,Lease,Single/Not Married,Post graduate study/degree,White,Long,2,SV,1,Low,0,0,1,"$30,000-$50,000"
1010770941,0,Lease,Divorced/Widowed/Separated,College graduate,White,Short,5,SV,0,Low,1,0,0,"$50,001-$75,000"
1010775960,0,Buy,Married,College graduate,Pref not to answer,Long,3,SR,0,High,0,1,0,"$100,001-$150,000"
1010776303,1,Buy,Living With Sig Oth/Dom Prtnr,High school graduate or less,White,Long,2,SR,1,High,0,1,1,"$30,000-$50,000"
1010781480,1,Buy,Married,College graduate,White,Long,3,S,1,Low,0,1,0,"$75,001-$100,000"
1010782095,0,Buy,Married,Some college,White,Short,4,SL,0,Low,1,1,0,"$75,001-$100,000"
1010783687,0,Buy,Married,Post graduate study/degree,White,Medium,4,SV,1,High,0,1,0,"$30,000-$50,000"
1010792350,0,Buy,Married,Some college,Pref not to answer,Long,5,S,1,Medium,1,0,0,"$75,001-$100,000"
1010793259,0,Lease,Married,High school graduate or less,White,Medium,6,SR,0,Low,1,0,0,"$100,001-$150,000"
1010813136,0,Special,Married,High school graduate or less,Hispanic,Short,2,S,0,Medium,1,1,0,"$30,000-$50,000"
1010814094,0,Special,Single/Not Married,Post graduate study/degree,Pref not to answer,Medium,3,S,0,High,1,1,0,"$30,000-$50,000"
1010820043,0,Lease,Divorced/Widowed/Separated,Some college,White,Long,5,S,1,Medium,0,1,0,"$30,000-$50,000"
1010823751,0,Lease,Married,Some college,White,Long,4,S,1,Low,0,0,1,"$50,001-$75,000"
1010825053,0,Lease,Married,Some college,Hispanic,Long,3,SV,1,Medium,1,0,0,"$30,000-$50,000"
1010834680,0,Buy,Married,College graduate,Pref not to answer,Long,2,SV,1,Low,0,1,0,"$100,001-$150,000"
1010835709,0,Buy,Divorced/Widowed/Separated,College graduate,White,Short,6,SL,0,Medium,1,1,0,"$50,001-$75,000"
1010850341,0,Special,Divorced/Widowed/Separated,College graduate,White,Long,4,SV,0,Low,1,0,0,"$50,001-$75,000"
1010850554,0,Buy,Living With Sig Oth/Dom Prtnr,College graduate,Hispanic,Medium,3,SV,1,Medium,0,0,1,"$100,001-$150,000"
1010851577,1,Special,Single/Not Married,College graduate,Pref not to answer,Long,1,S,0,Medium,0,1,0,"$30,000-$50,000"
1010863010,0,Buy,Divorced/Widowed/Separated,Some college,African-American/Black,Long,6,SV,0,Medium,1,0,0,"$30,000-$50,000"
1010864920,0,Buy,Married,College graduate,Hispanic,Short,4,SV,0,Low,1,0,0,"$75,001-$100,000"
1010864997,1,Buy,Married,Some college,Pref not to answer,Long,2,SV,1,High,0,1,0,"$50,001-$75,000"
1010880232,0,Buy,Married,College graduate,White,Long,5,SL,1,Medium,1,0,0,"$30,000-$50,000"
1010890483,0,Lease,Living With Sig Oth/Dom Prtnr,College graduate,White,Long,4,SR,1,Low,1,0,0,"$100,001-$150,000"
1010895310,0,Buy,Living With Sig Oth/Dom Prtnr,College graduate,White,Short,3,SR,1,Low,0,0,1,"$30,000-$50,000"
1010900128,1,Lease,Divorced/Widowed/Separated,Post graduate study/degree,Hispanic,Long,4,SV,1,Medium,1,1,0,"$30,000-$50,000"
1010908854,1,Lease,Single/Not Married,Some college,Hispanic,Long,3,SV,1,Low,0,0,1,"$50,001-$75,000"
1010909141,0,Buy,Married,Post graduate study/degree,White,Short,5,SV,0,Medium,1,1,0,"$75,001-$100,000"
1010912282,1,Lease,Married,High school graduate or less,White,Long,4,S,0,Medium,0,0,1,"$30,000-$50,000"
1010913130,0,Lease,Married,College graduate,White,Short,5,S,1,Low,1,0,0,"$75,001-$100,000"
1010913645,1,Lease,Married,Some college,White,Long,6,SV,1,Low,1,1,0,"$30,000-$50,000"
1010916059,0,Buy,Living With Sig Oth/Dom Prtnr,College graduate,White,Long,5,SR,1,Low,0,0,1,"$75,001-$100,000"
1010924809,0,Buy,Divorced/Widowed/Separated,Some college,African-American/Black,Short,5,SV,1,Low,1,1,0,"$30,000-$50,000"
1010932852,0,Buy,Single/Not Married,Post graduate study/degree,African-American/Black,Long,2,SL,1,Low,1,1,0,"$50,001-$75,000"
1010933808,0,Buy,Married,Some college,White,Short,4,SL,0,Low,1,0,0,"$75,001-$100,000"
1010935304,0,Buy,Married,College graduate,White,Long,5,SR,0,Low,1,0,0,"$100,001-$150,000"
1010940510,0,Buy,Divorced/Widowed/Separated,High school graduate or less,White,Long,4,SR,0,High,0,0,1,"$75,001-$100,000"
1010942572,0,Buy,Married,Some college,Asian,Long,5,S,1,Low,1,0,0,"$30,000-$50,000"
1010947140,1,Buy,Single/Not Married,High school graduate or less,Pref not to answer,Medium,1,SV,1,High,1,1,0,"$30,000-$50,000"
1010952985,0,Buy,Married,College graduate,Other,Medium,6,SV,0,Low,1,0,0,"$30,000-$50,000"
1010960155,0,Special,Single/Not Married,College graduate,White,Short,2,SV,0,High,0,1,0,"Under $30,000"
1010961313,0,Buy,Married,Post graduate study/degree,White,Long,5,SV,1,High,1,0,0,"$50,001-$75,000"
1010982884,1,Buy,Divorced/Widowed/Separated,Some college,White,Long,3,SV,1,High,0,1,1,"$30,000-$50,000"
1010988378,0,Buy,Married,High school graduate or less,White,Short,5,SV,0,Medium,1,0,1,"$50,001-$75,000"
1010990380,0,Buy,Married,Some college,White,Long,3,S,1,Low,0,0,1,"$100,001-$150,000"
1011000872,0,Buy,Married,Some college,African-American/Black,Long,4,SV,1,Low,1,0,0,"$50,001-$75,000"
1011002816,1,Buy,Single/Not Married,High school graduate or less,Pref not to answer,Long,3,S,1,Medium,1,1,0,"$30,000-$50,000"
1011010037,1,Buy,Married,Post graduate study/degree,White,Medium,2,SV,0,High,1,1,1,"$50,001-$75,000"
1011013036,1,Buy,Single/Not Married,Some college,Hispanic,Long,3,S,1,Low,1,0,0,"$50,001-$75,000"
1011013559,0,Special,Divorced/Widowed/Separated,Some college,White,Long,6,S,1,Low,1,0,0,"$30,000-$50,000"
1011014059,1,Buy,Single/Not Married,College graduate,White,Long,2,S,1,Low,1,0,0,"$30,000-$50,000"
1011014164,0,Buy,Married,High school graduate or less,White,Long,4,S,1,Medium,1,1,0,"$50,001-$75,000"
